"reaction number","true rclass","true reaction smiles","true prod","pred reaction smiles","pred prod","conf","projID","retroID","true_deltaCM","true_deltaSA","retpred_deltaCM","retpred_deltaSA"
28.5,"grignard","O=C(OC)C1=CC=CC=C1.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2","C1CCOC1.CC(=O)c1ccccc1.C[Mg]Br>>CC(O)(C)C2=CC=CC=C2","CC(O)(C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c922f329a1000012c3202",-39.95455984699983,-6.059087624715567,-48.78463484555752,-8.090784779422108
29.,"grignard","O=C1CCCCC1.C=C[Mg]Br>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2","C=C[Mg]Br.O=C1CCCCC1>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2",1.,"602c6ec6329a1000012c1443","602c9259329a1000012c3276",-18.78463484555752,-5.196392471920349,-18.78463484555752,-5.196392471920349
29.2,"grignard","O=C1CCCCC1.C=C[Mg]Br>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2","C=C[Mg]Br.CCOCC.O=C1CCCCC1>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2",1.,"602c6ec6329a1000012c1443","602c9259329a1000012c3276",-18.78463484555752,-5.196392471920349,-39.95455984699983,-7.102065824622912
29.3,"grignard","O=C1CCCCC1.C=C[Mg]Br>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2","C=C[Mg]Br.CCOCC.O=C1CCCCC1.[Cl-].[NH4+].[Cl-].[NH4+]>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2",1.,"602c6ec6329a1000012c1443","602c9259329a1000012c3276",-18.78463484555752,-5.196392471920349,-39.95455984699983,-41.02035814567046
29.4,"grignard","O=C1CCCCC1.C=C[Mg]Br>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2","BrCCBr.C1CCOC1.C=C[Mg]Br.O=C1CCCCC1>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2",1.,"602c6ec6329a1000012c1443","602c9259329a1000012c3276",-18.78463484555752,-5.196392471920349,-61.56926969111504,-10.430593131445923
29.5,"grignard","O=C1CCCCC1.C=C[Mg]Br>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2","C1CCOC1.C=C[Mg]Br.O=C1CCCCC1>>OC2(C=C)CCCCC2","OC2(C=C)CCCCC2",1.,"602c6ec6329a1000012c1443","602c9259329a1000012c3276",-18.78463484555752,-5.196392471920349,-43.95455984699983,-7.222670084977942
30.,"grignard","Br[Mg]C1=CC=CC=C1.CC(C)CC([H])=O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.CC(C)CC=O.CCOCC>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c928e329a1000012c32e3",1.0649901616540518,-4.4021579069610235,-20.104934839788257,-6.307831259663587
30.2,"grignard","Br[Mg]C1=CC=CC=C1.CC(C)CC([H])=O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.CC(C)CC=O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c928e329a1000012c32e3",1.0649901616540518,-4.4021579069610235,1.0649901616540518,-4.4021579069610235
30.3,"grignard","Br[Mg]C1=CC=CC=C1.CC(C)CC([H])=O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CC(C)CC=O.O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c928e329a1000012c32e3",1.0649901616540518,-4.4021579069610235,-24.104934839788257,-12.29691244309554
30.4,"grignard","Br[Mg]C1=CC=CC=C1.CC(C)CC([H])=O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CC(C)CC=O.Cl>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c928e329a1000012c32e3",1.0649901616540518,-4.4021579069610235,-24.104934839788257,-12.679481673864771
30.5,"grignard","Br[Mg]C1=CC=CC=C1.CC(C)CC([H])=O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CC(C)CC=O>>OC(CC(C)C)C2=CC=CC=C2","OC(CC(C)C)C2=CC=CC=C2",1.,"602c6ec6329a1000012c1443","602c928e329a1000012c32e3",1.0649901616540518,-4.4021579069610235,-24.104934839788257,-6.428435520018617
31.,"friedelcrafts","CC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O","C1CCOC1.CON(C)C(=O)c1ccccc1.C[Mg]I>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O",1.,"602c6eea329a1000012c1455","602c932d329a1000012c340b",-2.4447848426728953,-35.171667664643465,-121.45642521036112,-9.399796345734996
31.2,"friedelcrafts","CC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O","C1CCOC1.CON(C)C(=O)c1ccccc1.C[Mg]Br>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O",1.,"602c6eea329a1000012c1455","602c932d329a1000012c340b",-2.4447848426728953,-35.171667664643465,-121.45642521036112,-9.203642499581152
31.3,"friedelcrafts","CC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O","C1CCOC1.CON(C)C(=O)c1ccccc1.C[Mg]Br.Cl>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O",1.,"602c6eea329a1000012c1455","602c932d329a1000012c340b",-2.4447848426728953,-35.171667664643465,-121.45642521036112,-15.454688653427302
31.4,"friedelcrafts","CC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O","C1CCOC1.CON(C)C(=O)c1ccccc1.C[Mg]Cl>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O",1.,"602c6eea329a1000012c1455","602c932d329a1000012c340b",-2.4447848426728953,-35.171667664643465,-121.45642521036112,-9.09783480727346
31.5,"friedelcrafts","CC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O","C1CCOC1.CON(C)C(=O)c1ccccc1.C[Mg]Cl.Cl>>CC(C2=CC=CC=C2)=O","CC(C2=CC=CC=C2)=O",1.,"602c6eea329a1000012c1455","602c932d329a1000012c340b",-2.4447848426728953,-35.171667664643465,-121.45642521036112,-15.34888096111961
32.,"friedelcrafts","CCCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2","C#Cc1ccccc1.[H][H]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c9357329a1000012c34ab",3.555215157327112,-35.39229935634372,-3.5849625007211543,-7.904237445885197
32.2,"friedelcrafts","CCCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2","C=Cc1ccccc1.[H][H]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c9357329a1000012c34ab",3.555215157327112,-35.39229935634372,-2.1699250014423086,-7.6745899542464
32.300000000000004,"friedelcrafts","CCCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2","C=Cc1ccccc1.CCO.[H][H]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c9357329a1000012c34ab",3.555215157327112,-35.39229935634372,-21.339850002884624,-9.654846992881385
32.400000000000006,"friedelcrafts","CCCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2","C=Cc1ccccc1.[H][H].[Pd]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c9357329a1000012c34ab",3.555215157327112,-35.39229935634372,-2.1699250014423086,-16.154163034508287
32.5,"friedelcrafts","CCCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2","C1CCOC1.C=Cc1ccccc1.[H][H]>>CCC2=CC=CC=C2","CCC2=CC=CC=C2",0.999,"602c6eea329a1000012c1455","602c9357329a1000012c34ab",3.555215157327112,-35.39229935634372,-27.339850002884624,-9.700867567303995
33.,"friedelcrafts","CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC=CC=C2","CC2=CC=CC=C2","Cc1ccc(S(=O)(=O)O)cc1.[H][H]>>CC2=CC=CC=C2","CC2=CC=CC=C2",0.0114,"602c6eea329a1000012c1455","602c9381329a1000012c350d",7.555215157327112,-36.056364082811974,-71.28421251514428,-7.63865102954021
33.2,"friedelcrafts","CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC=CC=C2","CC2=CC=CC=C2","Cc1ccc(S(=O)(=O)O)cc1.c1ccccc1>>CC2=CC=CC=C2","CC2=CC=CC=C2",0.00032500000000000004,"602c6eea329a1000012c1455","602c9381329a1000012c350d",7.555215157327112,-36.056364082811974,-82.03910001730773,-1.5168342885518733
33.300000000000004,"friedelcrafts","CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC=CC=C2","CC2=CC=CC=C2","CC(=O)c1ccccc1.[H][H]>>CC2=CC=CC=C2","CC2=CC=CC=C2",0.0000704,"602c6eea329a1000012c1455","602c9381329a1000012c350d",7.555215157327112,-36.056364082811974,-31.16992500144231,-7.218925978983126
33.400000000000006,"friedelcrafts","CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC=CC=C2","CC2=CC=CC=C2","Cc1ccc(C(C)(C)C)cc1.c1ccccc1>>CC2=CC=CC=C2","CC2=CC=CC=C2",5.95e-6,"602c6eea329a1000012c1455","602c9381329a1000012c350d",7.555215157327112,-36.056364082811974,-26.16992500144231,-1.3609934397455064
33.5,"friedelcrafts","CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC=CC=C2","CC2=CC=CC=C2","Cc1ccc(C(C)(C)C)cc1.[H][H]>>CC2=CC=CC=C2","CC2=CC=CC=C2",3.9399999999999995e-6,"602c6eea329a1000012c1455","602c9381329a1000012c350d",7.555215157327112,-36.056364082811974,-15.415037499278839,-7.482810180733843
34.,"friedelcrafts","CC(C)CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2","CC(C)(C)Cl.c1ccccc1>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93a9329a1000012c3543",-0.6147098441152039,-35.05921578553604,1.5552151573271118,-1.8603908104846454
34.2,"friedelcrafts","CC(C)CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2","CC(C)(C)O.O=S(=O)(O)O.c1ccccc1>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93a9329a1000012c3543",-0.6147098441152039,-35.05921578553604,-31.019550008653873,-3.781991500465317
34.300000000000004,"friedelcrafts","CC(C)CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2","C=C(C)C.O=S(=O)(O)O.c1ccccc1>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93a9329a1000012c3543",-0.6147098441152039,-35.05921578553604,-19.849625007211557,-4.117018472337241
34.400000000000006,"friedelcrafts","CC(C)CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2","C=C(C)C.c1ccccc1>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2",0.999,"602c6eea329a1000012c1455","602c93a9329a1000012c3543",-0.6147098441152039,-35.05921578553604,13.169925001442316,-2.09551778235657
34.5,"friedelcrafts","CC(C)CCl.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2","C=C(C)C.Cl[Al](Cl)Cl.c1ccccc1>>CC(C)(C)C2=CC=CC=C2","CC(C)(C)C2=CC=CC=C2",0.999,"602c6eea329a1000012c1455","602c93a9329a1000012c3543",-0.6147098441152039,-35.05921578553604,-1.591989767615118,-7.218911982670704
35.,"friedelcrafts","CC(C)C(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2","CC(C)C(=O)Cl.c1ccccc1>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93d3329a1000012c3592",-2.4447848426729024,-34.834286967567486,-2.4447848426729024,-1.8233215729356758
35.2,"friedelcrafts","CC(C)C(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CON(C)C(=O)C(C)C.Cl>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93d3329a1000012c3592",-2.4447848426729024,-34.834286967567486,-127.45642521036112,-13.057720771491475
35.300000000000004,"friedelcrafts","CC(C)C(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CON(C)C(=O)C(C)C>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93d3329a1000012c3592",-2.4447848426729024,-34.834286967567486,-127.45642521036112,-6.806674617645321
35.400000000000006,"friedelcrafts","CC(C)C(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CC(C)C(=O)N(C)C>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93d3329a1000012c3592",-2.4447848426729024,-34.834286967567486,-82.41219722799158,-6.453858989317681
35.5,"friedelcrafts","CC(C)C(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2","CC(C)C(=O)Cl.Cl.Cl[Al](Cl)Cl.c1ccccc1>>O=C(C(C)C)C2=CC=CC=C2","O=C(C(C)C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c93d3329a1000012c3592",-2.4447848426729024,-34.834286967567486,-17.206699611730343,-13.197761927095964
36.,"friedelcrafts","ClC(C)C.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2","C=CC.O=S(=O)(O)O.c1ccccc1>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c947d329a1000012c361d",2.385290155884796,-35.18681120310501,-20.849625007211564,-4.918180490620867
36.2,"friedelcrafts","ClC(C)C.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2","C=C(C)c1ccccc1.[H][H]>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c947d329a1000012c361d",2.385290155884796,-35.18681120310501,-7.830074998557691,-7.575305971757567
36.300000000000004,"friedelcrafts","ClC(C)C.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2","C=CC.Cl[Al](Cl)Cl.c1ccccc1>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2",0.998,"602c6eea329a1000012c1455","602c947d329a1000012c361d",2.385290155884796,-35.18681120310501,-2.591989767615125,-8.02007400095433
36.400000000000006,"friedelcrafts","ClC(C)C.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2","CC(C)(O)c1ccccc1.[H][H].[Pd]>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2",0.991,"602c6eea329a1000012c1455","602c947d329a1000012c361d",2.385290155884796,-35.18681120310501,-22.000000000000007,-16.088279385828386
36.5,"friedelcrafts","ClC(C)C.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2","C=CC.c1ccccc1>>CC(C)C2=CC=CC=C2","CC(C)C2=CC=CC=C2",0.988,"602c6eea329a1000012c1455","602c947d329a1000012c361d",2.385290155884796,-35.18681120310501,12.169925001442316,-2.8966798006401957
37.,"friedelcrafts","CCCC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.CCCC(=O)N(C)OC>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c949b329a1000012c3661",-2.444784842672888,-35.133514365925954,-102.28650020891882,-4.7040146936588245
37.2,"friedelcrafts","CCCC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.CCCC(=O)N(C)OC.CCOCC>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c949b329a1000012c3661",-2.444784842672888,-35.133514365925954,-123.45642521036115,-6.609688046361389
37.300000000000004,"friedelcrafts","CCCC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CCCC(=O)N(C)OC>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c949b329a1000012c3661",-2.444784842672888,-35.133514365925954,-127.45642521036112,-6.730292306716418
37.400000000000006,"friedelcrafts","CCCC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CCCC(=O)N(C)OC.Cl>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c949b329a1000012c3661",-2.444784842672888,-35.133514365925954,-127.45642521036112,-12.981338460562572
37.5,"friedelcrafts","CCCC(Cl)=O.C1=CC=CC=C1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2","Br[Mg]c1ccccc1.C1CCOC1.CCCC(=O)N(C)OC.CCOCC>>O=C(CCC)C2=CC=CC=C2","O=C(CCC)C2=CC=CC=C2",1.,"602c6eea329a1000012c1455","602c949b329a1000012c3661",-2.444784842672888,-35.133514365925954,-148.62635021180344,-8.635965659418982
38.,"friedelcrafts","ClC(C1=CC=CN=C1)=O.C2=CC=CC=C2.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4","Brc1cccnc1.CCOCC.CON(C)C(=O)c1ccccc1>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4",1.,"602c6eea329a1000012c1455","602c94c6329a1000012c36bf",-2.44478484267286,-34.52056164168118,-115.4564252103611,-3.896313495703044
38.2,"friedelcrafts","ClC(C1=CC=CN=C1)=O.C2=CC=CC=C2.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4","Brc1cccnc1.CON(C)C(=O)c1ccccc1.[Li]CCCC>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4",1.,"602c6eea329a1000012c1455","602c94c6329a1000012c36bf",-2.44478484267286,-34.52056164168118,-120.28650020891881,-6.28439160221192
38.300000000000004,"friedelcrafts","ClC(C1=CC=CN=C1)=O.C2=CC=CC=C2.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4","Brc1cccnc1.C1CCOC1.CON(C)C(=O)c1ccccc1>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4",1.,"602c6eea329a1000012c1455","602c94c6329a1000012c36bf",-2.44478484267286,-34.52056164168118,-119.4564252103611,-4.016917756058074
38.400000000000006,"friedelcrafts","ClC(C1=CC=CN=C1)=O.C2=CC=CC=C2.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4","C1CCOC1.CON(C)C(=O)c1cccnc1.[Li]c1ccccc1>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4",1.,"602c6eea329a1000012c1455","602c94c6329a1000012c36bf",-2.44478484267286,-34.52056164168118,-109.84171536624591,-5.887255798016116
38.5,"friedelcrafts","ClC(C1=CC=CN=C1)=O.C2=CC=CC=C2.[Al+3].[Cl-].[Cl-].[Cl-]>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4","Brc1cccnc1.CCOCC.CON(C)C(=O)c1ccccc1.[Mg]>>O=C(C3=CC=CC=C3)C4=CC=CN=C4","O=C(C3=CC=CC=C3)C4=CC=CN=C4",1.,"602c6eea329a1000012c1455","602c94c6329a1000012c36bf",-2.44478484267286,-34.52056164168118,-115.4564252103611,-12.37588657596493
39.,"friedelcrafts","COC1=C([N+]([O-])=O)C=CC=C1.CC(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","COc1ccc(C(C)=O)cc1.O=S(=O)(O)O.O=[N+]([O-])[O-].[K+].O=[N+]([O-])[O-].[K+]>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O",1.,"602c6eea329a1000012c1455","602c94f2329a1000012c3733",-12.78463484555752,-35.06547033307702,2.132453084791166,-22.939320982586175
39.2,"friedelcrafts","COC1=C([N+]([O-])=O)C=CC=C1.CC(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","COc1ccc(C(C)=O)cc1.O.O=S(=O)(O)O.O=[N+]([O-])O>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O",1.,"602c6eea329a1000012c1455","602c94f2329a1000012c3733",-12.78463484555752,-35.06547033307702,17.946234276008198,-10.086474859195116
39.300000000000004,"friedelcrafts","COC1=C([N+]([O-])=O)C=CC=C1.CC(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","COc1ccc(C(C)=O)cc1.O.O=[N+]([O-])O>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O",1.,"602c6eea329a1000012c1455","602c94f2329a1000012c3733",-12.78463484555752,-35.06547033307702,50.96578428466205,-8.064974169214445
39.400000000000006,"friedelcrafts","COC1=C([N+]([O-])=O)C=CC=C1.CC(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","COc1ccc(C(C)=O)cc1.O=S(=O)(O)O.O=[N+]([O-])O>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O",1.,"602c6eea329a1000012c1455","602c94f2329a1000012c3733",-12.78463484555752,-35.06547033307702,17.94623427600817,-4.217997936118193
39.5,"friedelcrafts","COC1=C([N+]([O-])=O)C=CC=C1.CC(Cl)=O.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(=O)c1ccc(O)c([N+](=O)[O-])c1.CI.O=C([O-])[O-].[K+].[K+].O=C([O-])[O-].[K+].[K+]>>CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O","CC(C2=CC([N+]([O-])=O)=C(OC)C=C2)=O",1.,"602c6eea329a1000012c1455","602c94f2329a1000012c3733",-12.78463484555752,-35.06547033307702,-53.12448484844214,-44.88230052119409
40.,"friedelcrafts","CC1=CC(C)=CC=C1.ClC(C)(C)C.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2","CC(C)(C)Cl.Cc1cccc(C)c1>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2",0.0729,"602c6eea329a1000012c1455","602c9533329a1000012c381d",-9.199672344836358,-34.501061804568515,-9.199672344836358,-1.4900964099367044
